MVNR01018673.1	orpheusFish_scaffold18673
MVNR01013062.1	NW_019042178.1
MVNR01000183.1	orpheusFish_scaffold183
MVNR01015502.1	NW_019044618.1
MVNR01029550.1	orpheusFish_scaffold29550
MVNR01023661.1	orpheusFish_scaffold23661
MVNR01014022.1	orpheusFish_scaffold14022
MVNR01017140.1	NW_019046256.1
MVNR01014408.1	NW_019043524.1
MVNR01000845.1	NW_019029961.1
MVNR01024709.1	NW_019053825.1
MVNR01015301.1	NW_019044417.1
MVNR01028762.1	orpheusFish_scaffold28762
MVNR01003558.1	orpheusFish_scaffold3558
MVNR01015324.1	orpheusFish_scaffold15324
MVNR01002034.1	orpheusFish_scaffold2034
MVNR01001994.1	orpheusFish_scaffold1994
MVNR01023089.1	NW_019052205.1
MVNR01007916.1	NW_019037032.1
MVNR01025857.1	orpheusFish_scaffold25857
MVNR01010288.1	NW_019039404.1
MVNR01024532.1	NW_019053648.1
MVNR01002680.1	NW_019031796.1
MVNR01012935.1	orpheusFish_scaffold12935
MVNR01014539.1	orpheusFish_scaffold14539
MVNR01024071.1	NW_019053187.1
MVNR01012087.1	orpheusFish_scaffold12087
MVNR01011537.1	orpheusFish_scaffold11537
MVNR01029880.1	orpheusFish_scaffold29880
MVNR01008939.1	orpheusFish_scaffold8939
MVNR01027155.1	orpheusFish_scaffold27155
MVNR01005797.1	NW_019034913.1
MVNR01011525.1	orpheusFish_scaffold11525
MVNR01018522.1	NW_019047638.1
MVNR01018572.1	orpheusFish_scaffold18572
MVNR01021103.1	orpheusFish_scaffold21103
MVNR01022344.1	NW_019051460.1
MVNR01014645.1	NW_019043761.1
MVNR01026651.1	NW_019055767.1
MVNR01012097.1	NW_019041213.1
MVNR01015730.1	orpheusFish_scaffold15730
MVNR01028238.1	orpheusFish_scaffold28238
MVNR01003162.1	orpheusFish_scaffold3162
MVNR01001349.1	orpheusFish_scaffold1349
MVNR01000789.1	orpheusFish_scaffold789
MVNR01002675.1	orpheusFish_scaffold2675
MVNR01024794.1	NW_019053910.1
MVNR01023252.1	NW_019052368.1
MVNR01020633.1	orpheusFish_scaffold20633
MVNR01025627.1	orpheusFish_scaffold25627
MVNR01005027.1	orpheusFish_scaffold5027
MVNR01028019.1	NW_019057135.1
MVNR01016340.1	NW_019045456.1
MVNR01023616.1	orpheusFish_scaffold23616
MVNR01008763.1	orpheusFish_scaffold8763
MVNR01028380.1	NW_019057496.1
MVNR01004545.1	NW_019033661.1
MVNR01012855.1	orpheusFish_scaffold12855
MVNR01016284.1	NW_019045400.1
MVNR01023787.1	orpheusFish_scaffold23787
MVNR01029243.1	orpheusFish_scaffold29243
MVNR01011631.1	NW_019040747.1
MVNR01030365.1	orpheusFish_scaffold30365
MVNR01024794.1	orpheusFish_scaffold24794
MVNR01008453.1	orpheusFish_scaffold8453
MVNR01003457.1	NW_019032573.1
MVNR01024258.1	NW_019053374.1
MVNR01016510.1	orpheusFish_scaffold16510
MVNR01000787.1	NW_019029903.1
MVNR01015578.1	orpheusFish_scaffold15578
MVNR01008562.1	orpheusFish_scaffold8562
MVNR01030374.1	orpheusFish_scaffold30374
MVNR01010814.1	orpheusFish_scaffold10814
MVNR01021128.1	NW_019050244.1
MVNR01010424.1	NW_019039540.1
MVNR01022806.1	orpheusFish_scaffold22806
MVNR01019647.1	orpheusFish_scaffold19647
MVNR01013824.1	NW_019042940.1
MVNR01030373.1	orpheusFish_scaffold30373
MVNR01026621.1	orpheusFish_scaffold26621
MVNR01025049.1	orpheusFish_scaffold25049
MVNR01006022.1	NW_019035138.1
MVNR01020430.1	NW_019049546.1
MVNR01009535.1	orpheusFish_scaffold9535
MVNR01010229.1	NW_019039345.1
MVNR01000208.1	NW_019029324.1
MVNR01028641.1	orpheusFish_scaffold28641
MVNR01006585.1	orpheusFish_scaffold6585
MVNR01013964.1	NW_019043080.1
MVNR01010244.1	NW_019039360.1
MVNR01002587.1	NW_019031703.1
MVNR01021593.1	orpheusFish_scaffold21593
MVNR01001211.1	orpheusFish_scaffold1211
MVNR01029273.1	NW_019058389.1
MVNR01018616.1	orpheusFish_scaffold18616
MVNR01011493.1	NW_019040609.1
MVNR01003890.1	NW_019033006.1
MVNR01000317.1	orpheusFish_scaffold317
MVNR01007980.1	NW_019037096.1
MVNR01025399.1	NW_019054515.1
MVNR01003694.1	NW_019032810.1
MVNR01006724.1	NW_019035840.1
MVNR01016283.1	NW_019045399.1
MVNR01011702.1	NW_019040818.1
MVNR01020132.1	orpheusFish_scaffold20132
MVNR01013324.1	NW_019042440.1
MVNR01026664.1	NW_019055780.1
MVNR01029124.1	NW_019058240.1
MVNR01023381.1	NW_019052497.1
MVNR01010124.1	NW_019039240.1
MVNR01019293.1	NW_019048409.1
MVNR01023773.1	NW_019052889.1
MVNR01014005.1	orpheusFish_scaffold14005
MVNR01029617.1	orpheusFish_scaffold29617
MVNR01006507.1	NW_019035623.1
MVNR01012495.1	NW_019041611.1
MVNR01000184.1	NW_019029300.1
MVNR01015944.1	NW_019045060.1
MVNR01004499.1	orpheusFish_scaffold4499
MVNR01004138.1	NW_019033254.1
MVNR01028717.1	NW_019057833.1
MVNR01000281.1	orpheusFish_scaffold281
MVNR01030151.1	orpheusFish_scaffold30151
MVNR01020453.1	orpheusFish_scaffold20453
MVNR01028950.1	NW_019058066.1
MVNR01007756.1	NW_019036872.1
MVNR01024006.1	orpheusFish_scaffold24006
MVNR01002990.1	orpheusFish_scaffold2990
MVNR01018701.1	NW_019047817.1
MVNR01027083.1	orpheusFish_scaffold27083
MVNR01017388.1	NW_019046504.1
MVNR01009100.1	NW_019038216.1
MVNR01017430.1	orpheusFish_scaffold17430
MVNR01019377.1	NW_019048493.1
MVNR01009492.1	NW_019038608.1
MVNR01020002.1	orpheusFish_scaffold20002
MVNR01005424.1	orpheusFish_scaffold5424
MVNR01012152.1	orpheusFish_scaffold12152
MVNR01012864.1	NW_019041980.1
MVNR01028151.1	NW_019057267.1
MVNR01023533.1	orpheusFish_scaffold23533
MVNR01026971.1	NW_019056087.1
MVNR01022548.1	orpheusFish_scaffold22548
MVNR01012249.1	orpheusFish_scaffold12249
MVNR01006034.1	orpheusFish_scaffold6034
MVNR01017256.1	NW_019046372.1
MVNR01025398.1	orpheusFish_scaffold25398
MVNR01008253.1	NW_019037369.1
MVNR01017444.1	NW_019046560.1
MVNR01027243.1	orpheusFish_scaffold27243
MVNR01029622.1	NW_019058738.1
MVNR01013585.1	orpheusFish_scaffold13585
MVNR01016690.1	orpheusFish_scaffold16690
MVNR01027277.1	orpheusFish_scaffold27277
MVNR01019133.1	NW_019048249.1
MVNR01028863.1	NW_019057979.1
MVNR01016824.1	orpheusFish_scaffold16824
MVNR01026104.1	orpheusFish_scaffold26104
MVNR01020880.1	NW_019049996.1
MVNR01027174.1	orpheusFish_scaffold27174
MVNR01021048.1	orpheusFish_scaffold21048
MVNR01013312.1	orpheusFish_scaffold13312
MVNR01000420.1	orpheusFish_scaffold420
MVNR01027611.1	NW_019056727.1
MVNR01022110.1	orpheusFish_scaffold22110
MVNR01028299.1	NW_019057415.1
MVNR01008015.1	orpheusFish_scaffold8015
MVNR01012435.1	orpheusFish_scaffold12435
MVNR01026851.1	NW_019055967.1
MVNR01020486.1	NW_019049602.1
MVNR01028259.1	NW_019057375.1
MVNR01009481.1	NW_019038597.1
MVNR01016795.1	orpheusFish_scaffold16795
MVNR01013313.1	NW_019042429.1
MVNR01010974.1	NW_019040090.1
MVNR01015019.1	orpheusFish_scaffold15019
MVNR01001165.1	NW_019030281.1
MVNR01006929.1	NW_019036045.1
MVNR01027894.1	orpheusFish_scaffold27894
MVNR01029313.1	orpheusFish_scaffold29313
MVNR01018281.1	NW_019047397.1
MVNR01028597.1	orpheusFish_scaffold28597
MVNR01016411.1	orpheusFish_scaffold16411
MVNR01001375.1	NW_019030491.1
MVNR01005343.1	NW_019034459.1
MVNR01015224.1	NW_019044340.1
MVNR01025525.1	NW_019054641.1
MVNR01020481.1	orpheusFish_scaffold20481
MVNR01030147.1	NW_019059263.1
MVNR01005740.1	NW_019034856.1
MVNR01009163.1	orpheusFish_scaffold9163
MVNR01022513.1	NW_019051629.1
MVNR01011233.1	orpheusFish_scaffold11233
MVNR01027284.1	NW_019056400.1
MVNR01007913.1	orpheusFish_scaffold7913
MVNR01003825.1	NW_019032941.1
MVNR01025365.1	NW_019054481.1
MVNR01027008.1	orpheusFish_scaffold27008
MVNR01020519.1	orpheusFish_scaffold20519
MVNR01019323.1	orpheusFish_scaffold19323
MVNR01020369.1	NW_019049485.1
MVNR01019477.1	NW_019048593.1
MVNR01000767.1	NW_019029883.1
MVNR01004228.1	NW_019033344.1
MVNR01024410.1	orpheusFish_scaffold24410
MVNR01015149.1	NW_019044265.1
MVNR01001623.1	NW_019030739.1
MVNR01001533.1	NW_019030649.1
MVNR01001663.1	orpheusFish_scaffold1663
MVNR01012848.1	NW_019041964.1
MVNR01016294.1	NW_019045410.1
MVNR01008376.1	orpheusFish_scaffold8376
MVNR01013643.1	NW_019042759.1
MVNR01011855.1	NW_019040971.1
MVNR01001941.1	NW_019031057.1
MVNR01013134.1	orpheusFish_scaffold13134
MVNR01002532.1	orpheusFish_scaffold2532
MVNR01001782.1	NW_019030898.1
MVNR01013629.1	NW_019042745.1
MVNR01023951.1	orpheusFish_scaffold23951
MVNR01005123.1	orpheusFish_scaffold5123
MVNR01003073.1	NW_019032189.1
MVNR01015726.1	NW_019044842.1
MVNR01005974.1	orpheusFish_scaffold5974
MVNR01012527.1	orpheusFish_scaffold12527
MVNR01004594.1	orpheusFish_scaffold4594
MVNR01011460.1	NW_019040576.1
MVNR01014617.1	NW_019043733.1
MVNR01003234.1	NW_019032350.1
MVNR01008321.1	NW_019037437.1
MVNR01003165.1	NW_019032281.1
MVNR01013839.1	orpheusFish_scaffold13839
MVNR01013061.1	NW_019042177.1
MVNR01019164.1	NW_019048280.1
MVNR01002275.1	orpheusFish_scaffold2275
MVNR01003364.1	orpheusFish_scaffold3364
MVNR01024539.1	orpheusFish_scaffold24539
MVNR01007942.1	orpheusFish_scaffold7942
MVNR01027651.1	NW_019056767.1
MVNR01002648.1	NW_019031764.1
MVNR01021125.1	orpheusFish_scaffold21125
MVNR01023902.1	orpheusFish_scaffold23902
MVNR01022455.1	orpheusFish_scaffold22455
MVNR01027595.1	NW_019056711.1
MVNR01009551.1	NW_019038667.1
MVNR01018060.1	orpheusFish_scaffold18060
MVNR01024020.1	orpheusFish_scaffold24020
MVNR01011688.1	NW_019040804.1
MVNR01002204.1	NW_019031320.1
MVNR01004275.1	orpheusFish_scaffold4275
MVNR01018232.1	orpheusFish_scaffold18232
MVNR01014605.1	NW_019043721.1
MVNR01021811.1	orpheusFish_scaffold21811
MVNR01027657.1	orpheusFish_scaffold27657
MVNR01000507.1	orpheusFish_scaffold507
MVNR01021439.1	orpheusFish_scaffold21439
MVNR01021565.1	NW_019050681.1
MVNR01001344.1	NW_019030460.1
MVNR01002985.1	orpheusFish_scaffold2985
MVNR01009060.1	NW_019038176.1
MVNR01025321.1	NW_019054437.1
MVNR01007609.1	orpheusFish_scaffold7609
MVNR01013892.1	orpheusFish_scaffold13892
MVNR01002036.1	orpheusFish_scaffold2036
MVNR01003728.1	NW_019032844.1
MVNR01026007.1	orpheusFish_scaffold26007
MVNR01016994.1	NW_019046110.1
MVNR01008281.1	orpheusFish_scaffold8281
MVNR01003409.1	orpheusFish_scaffold3409
MVNR01029785.1	NW_019058901.1
MVNR01027165.1	NW_019056281.1
MVNR01029975.1	NW_019059091.1
MVNR01021827.1	orpheusFish_scaffold21827
MVNR01016004.1	NW_019045120.1
MVNR01030253.1	NW_019059369.1
MVNR01028926.1	orpheusFish_scaffold28926
MVNR01028685.1	orpheusFish_scaffold28685
MVNR01016657.1	NW_019045773.1
MVNR01016597.1	orpheusFish_scaffold16597
MVNR01009635.1	NW_019038751.1
MVNR01002079.1	NW_019031195.1
MVNR01002768.1	orpheusFish_scaffold2768
MVNR01027316.1	orpheusFish_scaffold27316
MVNR01016621.1	NW_019045737.1
MVNR01000698.1	orpheusFish_scaffold698
MVNR01029410.1	NW_019058526.1
MVNR01007460.1	NW_019036576.1
MVNR01024035.1	orpheusFish_scaffold24035
MVNR01004744.1	orpheusFish_scaffold4744
MVNR01010563.1	NW_019039679.1
MVNR01028645.1	orpheusFish_scaffold28645
MVNR01012011.1	NW_019041127.1
MVNR01027833.1	NW_019056949.1
MVNR01023589.1	orpheusFish_scaffold23589
MVNR01004128.1	NW_019033244.1
MVNR01004950.1	NW_019034066.1
MVNR01021355.1	NW_019050471.1
MVNR01021947.1	NW_019051063.1
MVNR01000146.1	orpheusFish_scaffold146
MVNR01004701.1	NW_019033817.1
MVNR01027607.1	orpheusFish_scaffold27607
MVNR01023376.1	orpheusFish_scaffold23376
MVNR01016462.1	NW_019045578.1
MVNR01001830.1	orpheusFish_scaffold1830
MVNR01016656.1	NW_019045772.1
MVNR01015329.1	orpheusFish_scaffold15329
MVNR01023060.1	NW_019052176.1
MVNR01025869.1	orpheusFish_scaffold25869
MVNR01019782.1	NW_019048898.1
MVNR01026713.1	NW_019055829.1
MVNR01019721.1	NW_019048837.1
MVNR01012639.1	orpheusFish_scaffold12639
MVNR01012891.1	orpheusFish_scaffold12891
MVNR01004885.1	NW_019034001.1
MVNR01026151.1	orpheusFish_scaffold26151
MVNR01026660.1	NW_019055776.1
MVNR01026747.1	NW_019055863.1
MVNR01016855.1	orpheusFish_scaffold16855
MVNR01008573.1	orpheusFish_scaffold8573
MVNR01002910.1	NW_019032026.1
MVNR01022976.1	NW_019052092.1
MVNR01011106.1	NW_019040222.1
MVNR01016020.1	orpheusFish_scaffold16020
MVNR01004217.1	orpheusFish_scaffold4217
MVNR01021666.1	NW_019050782.1
MVNR01015895.1	NW_019045011.1
MVNR01024396.1	orpheusFish_scaffold24396
MVNR01026233.1	orpheusFish_scaffold26233
MVNR01008046.1	orpheusFish_scaffold8046
MVNR01006064.1	NW_019035180.1
MVNR01020243.1	orpheusFish_scaffold20243
MVNR01024196.1	orpheusFish_scaffold24196
MVNR01025039.1	NW_019054155.1
MVNR01011210.1	orpheusFish_scaffold11210
MVNR01002346.1	orpheusFish_scaffold2346
MVNR01024391.1	NW_019053507.1
MVNR01020442.1	NW_019049558.1
MVNR01014801.1	orpheusFish_scaffold14801
MVNR01022893.1	orpheusFish_scaffold22893
MVNR01024301.1	NW_019053417.1
MVNR01008176.1	NW_019037292.1
MVNR01027629.1	NW_019056745.1
MVNR01023992.1	orpheusFish_scaffold23992
MVNR01011459.1	orpheusFish_scaffold11459
MVNR01020583.1	orpheusFish_scaffold20583
MVNR01017742.1	NW_019046858.1
MVNR01028383.1	orpheusFish_scaffold28383
MVNR01005157.1	orpheusFish_scaffold5157
MVNR01012419.1	NW_019041535.1
MVNR01012078.1	orpheusFish_scaffold12078
MVNR01017028.1	orpheusFish_scaffold17028
MVNR01015805.1	NW_019044921.1
MVNR01002002.1	NW_019031118.1
MVNR01011924.1	NW_019041040.1
MVNR01001588.1	orpheusFish_scaffold1588
MVNR01005384.1	NW_019034500.1
MVNR01006160.1	orpheusFish_scaffold6160
MVNR01018825.1	orpheusFish_scaffold18825
MVNR01002059.1	NW_019031175.1
MVNR01002470.1	NW_019031586.1
MVNR01005859.1	orpheusFish_scaffold5859
MVNR01010366.1	NW_019039482.1
MVNR01011207.1	NW_019040323.1
MVNR01001399.1	orpheusFish_scaffold1399
MVNR01020771.1	NW_019049887.1
MVNR01015729.1	NW_019044845.1
MVNR01023894.1	NW_019053010.1
MVNR01007102.1	orpheusFish_scaffold7102
MVNR01016759.1	NW_019045875.1
MVNR01010294.1	NW_019039410.1
MVNR01015498.1	NW_019044614.1
MVNR01023816.1	NW_019052932.1
MVNR01022839.1	orpheusFish_scaffold22839
MVNR01013380.1	NW_019042496.1
MVNR01019010.1	NW_019048126.1
MVNR01021527.1	orpheusFish_scaffold21527
MVNR01003214.1	NW_019032330.1
MVNR01025310.1	NW_019054426.1
MVNR01001627.1	NW_019030743.1
MVNR01018580.1	orpheusFish_scaffold18580
MVNR01013251.1	NW_019042367.1
MVNR01007283.1	orpheusFish_scaffold7283
MVNR01017769.1	orpheusFish_scaffold17769
MVNR01018684.1	NW_019047800.1
MVNR01011968.1	NW_019041084.1
MVNR01010386.1	NW_019039502.1
MVNR01005059.1	orpheusFish_scaffold5059
MVNR01012195.1	orpheusFish_scaffold12195
MVNR01029259.1	orpheusFish_scaffold29259
MVNR01019569.1	NW_019048685.1
MVNR01026514.1	orpheusFish_scaffold26514
MVNR01013986.1	orpheusFish_scaffold13986
MVNR01016833.1	orpheusFish_scaffold16833
MVNR01028166.1	orpheusFish_scaffold28166
MVNR01029362.1	NW_019058478.1
MVNR01013423.1	orpheusFish_scaffold13423
MVNR01009642.1	NW_019038758.1
MVNR01008773.1	orpheusFish_scaffold8773
MVNR01017809.1	NW_019046925.1
MVNR01000228.1	NW_019029344.1
MVNR01019838.1	NW_019048954.1
MVNR01027211.1	NW_019056327.1
MVNR01016586.1	orpheusFish_scaffold16586
MVNR01005948.1	NW_019035064.1
MVNR01022558.1	NW_019051674.1
MVNR01012777.1	NW_019041893.1
MVNR01017027.1	NW_019046143.1
MVNR01010237.1	orpheusFish_scaffold10237
MVNR01001728.1	NW_019030844.1
MVNR01018012.1	orpheusFish_scaffold18012
MVNR01011878.1	orpheusFish_scaffold11878
MVNR01020865.1	orpheusFish_scaffold20865
MVNR01012480.1	orpheusFish_scaffold12480
MVNR01014463.1	NW_019043579.1
MVNR01003999.1	NW_019033115.1
MVNR01009209.1	NW_019038325.1
MVNR01011234.1	NW_019040350.1
MVNR01026434.1	orpheusFish_scaffold26434
MVNR01006521.1	orpheusFish_scaffold6521
MVNR01007826.1	NW_019036942.1
MVNR01015253.1	NW_019044369.1
MVNR01000519.1	NW_019029635.1
MVNR01008356.1	orpheusFish_scaffold8356
MVNR01016430.1	NW_019045546.1
MVNR01004951.1	NW_019034067.1
MVNR01022954.1	orpheusFish_scaffold22954
MVNR01024979.1	NW_019054095.1
MVNR01019374.1	orpheusFish_scaffold19374
MVNR01023705.1	orpheusFish_scaffold23705
MVNR01025608.1	orpheusFish_scaffold25608
MVNR01021600.1	NW_019050716.1
MVNR01016811.1	orpheusFish_scaffold16811
MVNR01025300.1	orpheusFish_scaffold25300
MVNR01020313.1	orpheusFish_scaffold20313
MVNR01011632.1	NW_019040748.1
MVNR01023586.1	NW_019052702.1
MVNR01015606.1	NW_019044722.1
MVNR01009594.1	orpheusFish_scaffold9594
MVNR01002953.1	NW_019032069.1
MVNR01020344.1	orpheusFish_scaffold20344
MVNR01007467.1	NW_019036583.1
MVNR01020881.1	NW_019049997.1
MVNR01000646.1	orpheusFish_scaffold646
MVNR01007382.1	NW_019036498.1
MVNR01005096.1	orpheusFish_scaffold5096
MVNR01005376.1	NW_019034492.1
MVNR01026543.1	NW_019055659.1
MVNR01020846.1	orpheusFish_scaffold20846
MVNR01025274.1	NW_019054390.1
MVNR01001727.1	NW_019030843.1
MVNR01027572.1	NW_019056688.1
MVNR01022046.1	orpheusFish_scaffold22046
MVNR01030029.1	NW_019059145.1
MVNR01005404.1	NW_019034520.1
MVNR01027830.1	NW_019056946.1
MVNR01008801.1	NW_019037917.1
MVNR01027021.1	NW_019056137.1
MVNR01014050.1	NW_019043166.1
MVNR01024295.1	orpheusFish_scaffold24295
MVNR01008284.1	orpheusFish_scaffold8284
MVNR01000849.1	orpheusFish_scaffold849
MVNR01028012.1	NW_019057128.1
MVNR01016855.1	NW_019045971.1
MVNR01022436.1	NW_019051552.1
MVNR01007069.1	orpheusFish_scaffold7069
MVNR01023339.1	NW_019052455.1
MVNR01005832.1	NW_019034948.1
MVNR01001397.1	NW_019030513.1
MVNR01024705.1	NW_019053821.1
MVNR01007407.1	orpheusFish_scaffold7407
MVNR01022381.1	NW_019051497.1
MVNR01015309.1	NW_019044425.1
MVNR01010421.1	NW_019039537.1
MVNR01012294.1	NW_019041410.1
MVNR01018435.1	orpheusFish_scaffold18435
MVNR01011321.1	NW_019040437.1
MVNR01012128.1	NW_019041244.1
MVNR01001865.1	NW_019030981.1
MVNR01016307.1	NW_019045423.1
MVNR01028706.1	NW_019057822.1
MVNR01020002.1	NW_019049118.1
MVNR01027354.1	NW_019056470.1
MVNR01023421.1	orpheusFish_scaffold23421
MVNR01001847.1	orpheusFish_scaffold1847
MVNR01023130.1	NW_019052246.1
MVNR01028413.1	orpheusFish_scaffold28413
MVNR01013369.1	orpheusFish_scaffold13369
MVNR01003831.1	orpheusFish_scaffold3831
MVNR01002640.1	NW_019031756.1
MVNR01020498.1	orpheusFish_scaffold20498
MVNR01018760.1	orpheusFish_scaffold18760
MVNR01012869.1	NW_019041985.1
MVNR01008928.1	orpheusFish_scaffold8928
MVNR01008244.1	NW_019037360.1
MVNR01021284.1	NW_019050400.1
MVNR01025376.1	NW_019054492.1
MVNR01015826.1	orpheusFish_scaffold15826
MVNR01002897.1	orpheusFish_scaffold2897
MVNR01018420.1	NW_019047536.1
MVNR01015665.1	NW_019044781.1
MVNR01001171.1	NW_019030287.1
MVNR01019435.1	NW_019048551.1
MVNR01022329.1	orpheusFish_scaffold22329
MVNR01011665.1	NW_019040781.1
MVNR01018926.1	NW_019048042.1
MVNR01018462.1	orpheusFish_scaffold18462
MVNR01025201.1	NW_019054317.1
MVNR01005729.1	NW_019034845.1
MVNR01020270.1	NW_019049386.1
MVNR01004448.1	orpheusFish_scaffold4448
MVNR01003885.1	orpheusFish_scaffold3885
MVNR01023035.1	orpheusFish_scaffold23035
MVNR01020732.1	NW_019049848.1
MVNR01027616.1	NW_019056732.1
MVNR01020159.1	orpheusFish_scaffold20159
MVNR01029199.1	NW_019058315.1
MVNR01002460.1	orpheusFish_scaffold2460
MVNR01029276.1	orpheusFish_scaffold29276
MVNR01024786.1	NW_019053902.1
MVNR01029467.1	NW_019058583.1
MVNR01018556.1	NW_019047672.1
MVNR01008594.1	NW_019037710.1
MVNR01014029.1	NW_019043145.1
MVNR01017506.1	orpheusFish_scaffold17506
MVNR01016650.1	NW_019045766.1
MVNR01025141.1	orpheusFish_scaffold25141
MVNR01026914.1	orpheusFish_scaffold26914
MVNR01024231.1	orpheusFish_scaffold24231
MVNR01012319.1	NW_019041435.1
MVNR01021511.1	orpheusFish_scaffold21511
MVNR01019620.1	NW_019048736.1
MVNR01011831.1	NW_019040947.1
MVNR01014881.1	orpheusFish_scaffold14881
MVNR01016880.1	orpheusFish_scaffold16880
MVNR01012069.1	orpheusFish_scaffold12069
MVNR01007741.1	NW_019036857.1
MVNR01014739.1	orpheusFish_scaffold14739
MVNR01019710.1	orpheusFish_scaffold19710
MVNR01030344.1	orpheusFish_scaffold30344
MVNR01028548.1	orpheusFish_scaffold28548
MVNR01003860.1	orpheusFish_scaffold3860
MVNR01009881.1	NW_019038997.1
MVNR01016877.1	orpheusFish_scaffold16877
MVNR01006213.1	orpheusFish_scaffold6213
MVNR01011597.1	orpheusFish_scaffold11597
MVNR01029978.1	orpheusFish_scaffold29978
MVNR01024868.1	NW_019053984.1
MVNR01024875.1	NW_019053991.1
MVNR01010586.1	orpheusFish_scaffold10586
MVNR01027074.1	orpheusFish_scaffold27074
MVNR01021035.1	NW_019050151.1
MVNR01026035.1	NW_019055151.1
MVNR01023474.1	orpheusFish_scaffold23474
MVNR01002343.1	orpheusFish_scaffold2343
MVNR01029368.1	NW_019058484.1
MVNR01023653.1	NW_019052769.1
MVNR01000694.1	NW_019029810.1
MVNR01018358.1	NW_019047474.1
MVNR01026143.1	NW_019055259.1
MVNR01007334.1	orpheusFish_scaffold7334
MVNR01000454.1	orpheusFish_scaffold454
MVNR01012742.1	orpheusFish_scaffold12742
MVNR01009298.1	NW_019038414.1
MVNR01007988.1	orpheusFish_scaffold7988
MVNR01009615.1	NW_019038731.1
MVNR01018032.1	orpheusFish_scaffold18032
MVNR01010407.1	orpheusFish_scaffold10407
MVNR01030176.1	orpheusFish_scaffold30176
MVNR01025462.1	NW_019054578.1
MVNR01010455.1	orpheusFish_scaffold10455
MVNR01001223.1	orpheusFish_scaffold1223
MVNR01015387.1	orpheusFish_scaffold15387
MVNR01023877.1	NW_019052993.1
MVNR01007645.1	orpheusFish_scaffold7645
MVNR01009035.1	NW_019038151.1
MVNR01018628.1	NW_019047744.1
MVNR01009995.1	orpheusFish_scaffold9995
MVNR01018939.1	orpheusFish_scaffold18939
MVNR01002423.1	orpheusFish_scaffold2423
MVNR01008542.1	NW_019037658.1
MVNR01017537.1	NW_019046653.1
MVNR01011133.1	orpheusFish_scaffold11133
MVNR01029941.1	orpheusFish_scaffold29941
MVNR01001698.1	NW_019030814.1
MVNR01023801.1	orpheusFish_scaffold23801
MVNR01009736.1	orpheusFish_scaffold9736
MVNR01026084.1	NW_019055200.1
MVNR01006242.1	NW_019035358.1
MVNR01008943.1	NW_019038059.1
MVNR01012356.1	NW_019041472.1
MVNR01028220.1	NW_019057336.1
MVNR01024713.1	orpheusFish_scaffold24713
MVNR01004503.1	orpheusFish_scaffold4503
MVNR01019308.1	orpheusFish_scaffold19308
MVNR01004839.1	orpheusFish_scaffold4839
MVNR01015710.1	NW_019044826.1
MVNR01026813.1	NW_019055929.1
MVNR01013571.1	orpheusFish_scaffold13571
MVNR01015577.1	NW_019044693.1
MVNR01000693.1	NW_019029809.1
MVNR01028586.1	NW_019057702.1
MVNR01005809.1	orpheusFish_scaffold5809
MVNR01011159.1	NW_019040275.1
MVNR01029364.1	NW_019058480.1
MVNR01025904.1	orpheusFish_scaffold25904
MVNR01024286.1	orpheusFish_scaffold24286
MVNR01026476.1	NW_019055592.1
MVNR01020131.1	NW_019049247.1
MVNR01006682.1	NW_019035798.1
MVNR01006153.1	orpheusFish_scaffold6153
MVNR01028499.1	orpheusFish_scaffold28499
MVNR01004299.1	orpheusFish_scaffold4299
MVNR01014323.1	NW_019043439.1
MVNR01015178.1	orpheusFish_scaffold15178
MVNR01020653.1	orpheusFish_scaffold20653
MVNR01011959.1	NW_019041075.1
MVNR01007220.1	NW_019036336.1
MVNR01000992.1	orpheusFish_scaffold992
MVNR01028796.1	orpheusFish_scaffold28796
MVNR01015819.1	orpheusFish_scaffold15819
MVNR01020877.1	orpheusFish_scaffold20877
MVNR01023339.1	orpheusFish_scaffold23339
MVNR01009959.1	NW_019039075.1
MVNR01020919.1	NW_019050035.1
MVNR01001465.1	orpheusFish_scaffold1465
MVNR01010479.1	NW_019039595.1
MVNR01001065.1	NW_019030181.1
MVNR01005873.1	orpheusFish_scaffold5873
MVNR01009823.1	NW_019038939.1
MVNR01025433.1	orpheusFish_scaffold25433
MVNR01002594.1	NW_019031710.1
