GL251067.1	NW_003276017.1
GL202118.1	NW_003227068.1
GL244200.1	NW_003269150.1
GL216919.1	NW_003241869.1
GL238474.1	NW_003263424.1
GL195897.1	NW_003220847.1
GL264397.1	NW_003289347.1
GL210495.1	NW_003235445.1
GL213628.1	NW_003238578.1
GL217371.1	NW_003242321.1
GL218966.1	NW_003243916.1
GL229953.1	NW_003254903.1
GL273156.1	NW_003298106.1
GL196562.1	NW_003221512.1
GL210569.1	NW_003235519.1
GL210002.1	NW_003234952.1
GL244478.1	NW_003269428.1
GL262896.1	NW_003287846.1
GL224157.1	NW_003249107.1
GL197877.1	NW_003222827.1
GL196796.1	NW_003221746.1
GL233020.1	NW_003257970.1
GL204352.1	NW_003229302.1
GL259940.1	NW_003284890.1
GL269416.1	NW_003294366.1
GL206838.1	NW_003231788.1
GL255989.1	NW_003280939.1
GL271096.1	NW_003296046.1
GL192358.1	NW_003217308.1
GL231983.1	NW_003256933.1
GL207216.1	NW_003232166.1
GL207540.1	NW_003232490.1
GL270385.1	NW_003295335.1
GL193661.1	NW_003218611.1
GL237015.1	NW_003261965.1
GL270556.1	NW_003295506.1
GL256955.1	NW_003281905.1
GL270342.1	NW_003295292.1
GL249297.1	NW_003274247.1
GL209063.1	NW_003234013.1
GL211541.1	NW_003236491.1
GL269314.1	NW_003294264.1
GL209180.1	NW_003234130.1
GL222795.1	NW_003247745.1
GL226014.1	NW_003250964.1
GL228307.1	NW_003253257.1
GL204882.1	NW_003229832.1
GL206248.1	NW_003231198.1
GL213442.1	NW_003238392.1
GL262401.1	NW_003287351.1
GL231089.1	NW_003256039.1
GL242931.1	NW_003267881.1
GL210449.1	NW_003235399.1
GL241960.1	NW_003266910.1
GL216072.1	NW_003241022.1
GL253805.1	NW_003278755.1
GL239659.1	NW_003264609.1
GL246126.1	NW_003271076.1
GL200352.1	NW_003225302.1
GL192603.1	NW_003217553.1
GL239117.1	NW_003264067.1
GL222762.1	NW_003247712.1
GL242455.1	NW_003267405.1
GL212635.1	NW_003237585.1
GL211626.1	NW_003236576.1
GL248435.1	NW_003273385.1
GL218666.1	NW_003243616.1
GL238130.1	NW_003263080.1
GL258213.1	NW_003283163.1
GL251295.1	NW_003276245.1
GL193716.1	NW_003218666.1
GL249820.1	NW_003274770.1
GL252345.1	NW_003277295.1
GL245149.1	NW_003270099.1
GL256513.1	NW_003281463.1
GL265657.1	NW_003290607.1
GL217976.1	NW_003242926.1
GL225651.1	NW_003250601.1
GL269790.1	NW_003294740.1
GL220347.1	NW_003245297.1
GL234588.1	NW_003259538.1
GL210161.1	NW_003235111.1
GL208594.1	NW_003233544.1
GL256867.1	NW_003281817.1
GL213778.1	NW_003238728.1
GL211183.1	NW_003236133.1
GL223090.1	NW_003248040.1
GL259649.1	NW_003284599.1
GL196205.1	NW_003221155.1
GL242332.1	NW_003267282.1
GL263641.1	NW_003288591.1
GL222462.1	NW_003247412.1
GL200371.1	NW_003225321.1
GL264249.1	NW_003289199.1
GL214687.1	NW_003239637.1
GL217329.1	NW_003242279.1
GL261748.1	NW_003286698.1
GL267835.1	NW_003292785.1
GL201464.1	NW_003226414.1
GL257477.1	NW_003282427.1
GL269447.1	NW_003294397.1
GL273115.1	NW_003298065.1
GL245703.1	NW_003270653.1
GL228595.1	NW_003253545.1
GL246886.1	NW_003271836.1
GL248263.1	NW_003273213.1
GL222745.1	NW_003247695.1
GL254566.1	NW_003279516.1
GL233580.1	NW_003258530.1
GL234372.1	NW_003259322.1
GL246447.1	NW_003271397.1
GL204077.1	NW_003229027.1
GL204828.1	NW_003229778.1
GL237024.1	NW_003261974.1
GL270179.1	NW_003295129.1
GL271078.1	NW_003296028.1
GL253669.1	NW_003278619.1
GL256243.1	NW_003281193.1
GL227686.1	NW_003252636.1
GL218674.1	NW_003243624.1
GL221072.1	NW_003246022.1
GL250925.1	NW_003275875.1
GL235431.1	NW_003260381.1
GL201432.1	NW_003226382.1
GL208421.1	NW_003233371.1
GL199322.1	NW_003224272.1
GL264055.1	NW_003289005.1
GL239111.1	NW_003264061.1
GL271320.1	NW_003296270.1
GL206632.1	NW_003231582.1
GL252381.1	NW_003277331.1
GL258142.1	NW_003283092.1
GL252193.1	NW_003277143.1
GL266432.1	NW_003291382.1
GL251013.1	NW_003275963.1
GL255543.1	NW_003280493.1
GL262298.1	NW_003287248.1
GL217809.1	NW_003242759.1
GL204381.1	NW_003229331.1
GL243323.1	NW_003268273.1
GL194968.1	NW_003219918.1
GL268558.1	NW_003293508.1
GL252823.1	NW_003277773.1
GL214258.1	NW_003239208.1
GL223783.1	NW_003248733.1
GL228720.1	NW_003253670.1
GL226818.1	NW_003251768.1
GL263019.1	NW_003287969.1
GL231402.1	NW_003256352.1
GL220612.1	NW_003245562.1
GL256410.1	NW_003281360.1
GL262258.1	NW_003287208.1
GL219983.1	NW_003244933.1
GL208912.1	NW_003233862.1
GL197864.1	NW_003222814.1
GL260481.1	NW_003285431.1
GL264742.1	NW_003289692.1
GL229688.1	NW_003254638.1
GL213077.1	NW_003238027.1
GL229409.1	NW_003254359.1
GL216496.1	NW_003241446.1
GL208507.1	NW_003233457.1
GL265512.1	NW_003290462.1
GL217211.1	NW_003242161.1
GL264130.1	NW_003289080.1
GL217405.1	NW_003242355.1
GL230312.1	NW_003255262.1
GL197327.1	NW_003222277.1
GL261769.1	NW_003286719.1
GL257644.1	NW_003282594.1
GL241259.1	NW_003266209.1
GL204750.1	NW_003229700.1
GL202223.1	NW_003227173.1
GL257673.1	NW_003282623.1
GL244729.1	NW_003269679.1
GL205748.1	NW_003230698.1
GL255727.1	NW_003280677.1
GL234590.1	NW_003259540.1
GL271198.1	NW_003296148.1
GL202921.1	NW_003227871.1
GL198536.1	NW_003223486.1
GL227177.1	NW_003252127.1
GL240620.1	NW_003265570.1
GL211586.1	NW_003236536.1
GL229862.1	NW_003254812.1
GL206216.1	NW_003231166.1
GL206744.1	NW_003231694.1
GL256244.1	NW_003281194.1
GL222501.1	NW_003247451.1
GL213594.1	NW_003238544.1
GL261880.1	NW_003286830.1
GL235434.1	NW_003260384.1
GL197315.1	NW_003222265.1
GL266493.1	NW_003291443.1
GL258909.1	NW_003283859.1
GL220931.1	NW_003245881.1
GL268325.1	NW_003293275.1
GL227803.1	NW_003252753.1
GL262561.1	NW_003287511.1
GL252396.1	NW_003277346.1
GL203684.1	NW_003228634.1
GL251977.1	NW_003276927.1
GL240926.1	NW_003265876.1
GL208769.1	NW_003233719.1
GL215439.1	NW_003240389.1
GL198553.1	NW_003223503.1
GL242695.1	NW_003267645.1
GL269482.1	NW_003294432.1
GL214066.1	NW_003239016.1
GL273632.1	NW_003298582.1
GL236070.1	NW_003261020.1
GL208609.1	NW_003233559.1
GL258683.1	NW_003283633.1
GL213982.1	NW_003238932.1
GL244120.1	NW_003269070.1
GL256236.1	NW_003281186.1
GL219325.1	NW_003244275.1
GL226775.1	NW_003251725.1
GL201334.1	NW_003226284.1
GL218907.1	NW_003243857.1
GL272430.1	NW_003297380.1
GL267665.1	NW_003292615.1
GL222589.1	NW_003247539.1
GL273122.1	NW_003298072.1
GL252233.1	NW_003277183.1
GL201479.1	NW_003226429.1
GL262349.1	NW_003287299.1
GL204805.1	NW_003229755.1
GL201333.1	NW_003226283.1
GL223794.1	NW_003248744.1
GL271628.1	NW_003296578.1
GL213691.1	NW_003238641.1
GL243582.1	NW_003268532.1
GL247259.1	NW_003272209.1
GL262785.1	NW_003287735.1
GL247941.1	NW_003272891.1
GL268991.1	NW_003293941.1
GL196190.1	NW_003221140.1
GL212214.1	NW_003237164.1
GL265914.1	NW_003290864.1
GL244522.1	NW_003269472.1
GL247455.1	NW_003272405.1
GL230866.1	NW_003255816.1
GL201109.1	NW_003226059.1
GL232490.1	NW_003257440.1
GL217752.1	NW_003242702.1
GL221431.1	NW_003246381.1
GL233287.1	NW_003258237.1
GL272759.1	NW_003297709.1
GL200347.1	NW_003225297.1
GL210123.1	NW_003235073.1
GL255522.1	NW_003280472.1
GL273560.1	NW_003298510.1
GL203235.1	NW_003228185.1
GL220651.1	NW_003245601.1
GL224774.1	NW_003249724.1
GL222157.1	NW_003247107.1
GL222929.1	NW_003247879.1
GL200489.1	NW_003225439.1
GL211811.1	NW_003236761.1
GL240551.1	NW_003265501.1
GL264030.1	NW_003288980.1
GL254963.1	NW_003279913.1
GL265156.1	NW_003290106.1
GL235790.1	NW_003260740.1
GL245344.1	NW_003270294.1
GL247717.1	NW_003272667.1
GL234096.1	NW_003259046.1
GL215192.1	NW_003240142.1
GL226725.1	NW_003251675.1
GL243831.1	NW_003268781.1
GL199713.1	NW_003224663.1
GL245060.1	NW_003270010.1
GL224313.1	NW_003249263.1
GL220274.1	NW_003245224.1
GL268829.1	NW_003293779.1
GL238036.1	NW_003262986.1
GL273078.1	NW_003298028.1
GL216011.1	NW_003240961.1
GL193114.1	NW_003218064.1
GL208482.1	NW_003233432.1
GL251671.1	NW_003276621.1
GL215620.1	NW_003240570.1
GL210189.1	NW_003235139.1
GL261600.1	NW_003286550.1
GL233675.1	NW_003258625.1
GL220183.1	NW_003245133.1
GL237436.1	NW_003262386.1
GL260037.1	NW_003284987.1
GL228697.1	NW_003253647.1
GL194445.1	NW_003219395.1
GL224644.1	NW_003249594.1
GL220953.1	NW_003245903.1
GL215829.1	NW_003240779.1
GL206132.1	NW_003231082.1
GL231853.1	NW_003256803.1
GL228731.1	NW_003253681.1
GL266433.1	NW_003291383.1
GL238793.1	NW_003263743.1
GL238519.1	NW_003263469.1
GL203874.1	NW_003228824.1
GL259858.1	NW_003284808.1
GL193090.1	NW_003218040.1
GL247722.1	NW_003272672.1
GL193498.1	NW_003218448.1
GL264433.1	NW_003289383.1
GL223094.1	NW_003248044.1
GL200722.1	NW_003225672.1
GL227967.1	NW_003252917.1
GL260657.1	NW_003285607.1
GL264619.1	NW_003289569.1
GL223254.1	NW_003248204.1
GL204220.1	NW_003229170.1
GL213568.1	NW_003238518.1
GL236698.1	NW_003261648.1
GL208010.1	NW_003232960.1
GL236215.1	NW_003261165.1
GL229184.1	NW_003254134.1
GL258266.1	NW_003283216.1
GL203935.1	NW_003228885.1
GL234526.1	NW_003259476.1
GL229177.1	NW_003254127.1
GL214040.1	NW_003238990.1
GL247876.1	NW_003272826.1
GL211548.1	NW_003236498.1
GL250944.1	NW_003275894.1
GL253852.1	NW_003278802.1
GL271914.1	NW_003296864.1
GL261637.1	NW_003286587.1
GL254300.1	NW_003279250.1
GL244858.1	NW_003269808.1
GL208670.1	NW_003233620.1
GL193777.1	NW_003218727.1
GL216801.1	NW_003241751.1
GL224629.1	NW_003249579.1
GL253008.1	NW_003277958.1
GL222516.1	NW_003247466.1
GL201652.1	NW_003226602.1
GL265006.1	NW_003289956.1
GL237483.1	NW_003262433.1
GL251738.1	NW_003276688.1
GL239972.1	NW_003264922.1
GL232195.1	NW_003257145.1
GL251691.1	NW_003276641.1
GL195166.1	NW_003220116.1
GL202975.1	NW_003227925.1
GL257037.1	NW_003281987.1
GL271823.1	NW_003296773.1
GL241206.1	NW_003266156.1
GL239006.1	NW_003263956.1
GL259764.1	NW_003284714.1
GL244093.1	NW_003269043.1
GL252678.1	NW_003277628.1
GL269836.1	NW_003294786.1
GL256632.1	NW_003281582.1
GL240458.1	NW_003265408.1
GL224648.1	NW_003249598.1
GL258788.1	NW_003283738.1
GL254961.1	NW_003279911.1
GL272476.1	NW_003297426.1
GL235830.1	NW_003260780.1
GL260981.1	NW_003285931.1
GL200589.1	NW_003225539.1
GL257440.1	NW_003282390.1
GL270006.1	NW_003294956.1
GL231505.1	NW_003256455.1
GL223534.1	NW_003248484.1
GL250399.1	NW_003275349.1
GL226421.1	NW_003251371.1
GL222507.1	NW_003247457.1
GL209825.1	NW_003234775.1
GL232880.1	NW_003257830.1
GL200764.1	NW_003225714.1
GL246348.1	NW_003271298.1
GL211878.1	NW_003236828.1
GL203867.1	NW_003228817.1
GL221722.1	NW_003246672.1
GL249532.1	NW_003274482.1
GL231684.1	NW_003256634.1
GL268179.1	NW_003293129.1
GL217057.1	NW_003242007.1
GL205244.1	NW_003230194.1
GL205504.1	NW_003230454.1
GL228507.1	NW_003253457.1
GL244559.1	NW_003269509.1
GL232486.1	NW_003257436.1
GL250403.1	NW_003275353.1
GL207832.1	NW_003232782.1
GL251019.1	NW_003275969.1
GL231572.1	NW_003256522.1
GL243173.1	NW_003268123.1
GL216662.1	NW_003241612.1
GL256242.1	NW_003281192.1
GL263951.1	NW_003288901.1
GL228703.1	NW_003253653.1
GL226121.1	NW_003251071.1
GL207915.1	NW_003232865.1
GL218585.1	NW_003243535.1
GL238477.1	NW_003263427.1
GL223215.1	NW_003248165.1
GL268979.1	NW_003293929.1
GL228353.1	NW_003253303.1
GL226928.1	NW_003251878.1
GL240659.1	NW_003265609.1
GL195971.1	NW_003220921.1
GL202113.1	NW_003227063.1
GL196884.1	NW_003221834.1
GL216023.1	NW_003240973.1
GL256203.1	NW_003281153.1
GL206278.1	NW_003231228.1
GL272839.1	NW_003297789.1
GL271759.1	NW_003296709.1
GL258095.1	NW_003283045.1
GL270445.1	NW_003295395.1
GL247485.1	NW_003272435.1
GL239764.1	NW_003264714.1
GL249530.1	NW_003274480.1
GL251330.1	NW_003276280.1
GL198990.1	NW_003223940.1
GL251043.1	NW_003275993.1
GL212462.1	NW_003237412.1
GL220404.1	NW_003245354.1
GL263709.1	NW_003288659.1
GL193265.1	NW_003218215.1
GL250398.1	NW_003275348.1
GL213440.1	NW_003238390.1
GL222789.1	NW_003247739.1
GL204824.1	NW_003229774.1
GL236710.1	NW_003261660.1
GL219136.1	NW_003244086.1
GL261665.1	NW_003286615.1
GL227565.1	NW_003252515.1
GL197603.1	NW_003222553.1
GL246680.1	NW_003271630.1
GL213671.1	NW_003238621.1
GL230973.1	NW_003255923.1
GL245292.1	NW_003270242.1
GL242945.1	NW_003267895.1
GL218055.1	NW_003243005.1
GL267922.1	NW_003292872.1
GL248178.1	NW_003273128.1
GL224413.1	NW_003249363.1
GL253342.1	NW_003278292.1
GL195240.1	NW_003220190.1
GL224631.1	NW_003249581.1
GL255031.1	NW_003279981.1
GL193025.1	NW_003217975.1
GL272135.1	NW_003297085.1
GL261585.1	NW_003286535.1
GL204500.1	NW_003229450.1
GL265414.1	NW_003290364.1
GL268554.1	NW_003293504.1
GL226555.1	NW_003251505.1
GL218087.1	NW_003243037.1
GL200009.1	NW_003224959.1
GL231044.1	NW_003255994.1
GL267148.1	NW_003292098.1
GL265044.1	NW_003289994.1
GL217983.1	NW_003242933.1
GL250580.1	NW_003275530.1
GL207396.1	NW_003232346.1
GL273803.1	NW_003298753.1
GL198707.1	NW_003223657.1
GL222357.1	NW_003247307.1
GL213563.1	NW_003238513.1
GL271436.1	NW_003296386.1
GL200020.1	NW_003224970.1
GL265849.1	NW_003290799.1
GL229949.1	NW_003254899.1
GL202544.1	NW_003227494.1
GL217597.1	NW_003242547.1
GL263916.1	NW_003288866.1
GL218342.1	NW_003243292.1
GL230006.1	NW_003254956.1
GL199776.1	NW_003224726.1
GL265095.1	NW_003290045.1
GL204926.1	NW_003229876.1
GL211030.1	NW_003235980.1
GL245412.1	NW_003270362.1
GL240734.1	NW_003265684.1
GL192930.1	NW_003217880.1
GL196048.1	NW_003220998.1
GL199665.1	NW_003224615.1
GL245024.1	NW_003269974.1
GL270295.1	NW_003295245.1
GL223184.1	NW_003248134.1
GL225294.1	NW_003250244.1
GL213902.1	NW_003238852.1
GL221199.1	NW_003246149.1
GL230971.1	NW_003255921.1
GL195951.1	NW_003220901.1
GL214939.1	NW_003239889.1
GL261441.1	NW_003286391.1
GL203905.1	NW_003228855.1
GL269438.1	NW_003294388.1
GL209118.1	NW_003234068.1
GL219950.1	NW_003244900.1
GL211678.1	NW_003236628.1
GL198061.1	NW_003223011.1
GL225282.1	NW_003250232.1
GL194022.1	NW_003218972.1
GL251662.1	NW_003276612.1
GL212930.1	NW_003237880.1
GL254807.1	NW_003279757.1
GL204235.1	NW_003229185.1
GL202644.1	NW_003227594.1
GL208639.1	NW_003233589.1
GL242113.1	NW_003267063.1
GL241902.1	NW_003266852.1
GL252231.1	NW_003277181.1
GL258816.1	NW_003283766.1
GL221561.1	NW_003246511.1
GL251374.1	NW_003276324.1
GL194637.1	NW_003219587.1
GL237927.1	NW_003262877.1
GL270739.1	NW_003295689.1
GL219799.1	NW_003244749.1
GL199584.1	NW_003224534.1
GL268152.1	NW_003293102.1
GL264124.1	NW_003289074.1
GL260621.1	NW_003285571.1
GL229246.1	NW_003254196.1
GL216954.1	NW_003241904.1
GL222191.1	NW_003247141.1
GL201960.1	NW_003226910.1
GL216556.1	NW_003241506.1
GL269721.1	NW_003294671.1
GL256543.1	NW_003281493.1
GL273117.1	NW_003298067.1
GL253671.1	NW_003278621.1
GL261711.1	NW_003286661.1
GL247140.1	NW_003272090.1
GL217547.1	NW_003242497.1
GL244248.1	NW_003269198.1
GL270159.1	NW_003295109.1
GL195136.1	NW_003220086.1
GL215028.1	NW_003239978.1
GL224572.1	NW_003249522.1
GL208875.1	NW_003233825.1
GL242098.1	NW_003267048.1
GL215411.1	NW_003240361.1
GL255448.1	NW_003280398.1
GL221263.1	NW_003246213.1
GL205067.1	NW_003230017.1
GL246274.1	NW_003271224.1
GL232698.1	NW_003257648.1
GL206524.1	NW_003231474.1
GL260546.1	NW_003285496.1
GL204385.1	NW_003229335.1
GL265290.1	NW_003290240.1
GL232478.1	NW_003257428.1
GL206078.1	NW_003231028.1
GL224064.1	NW_003249014.1
GL248486.1	NW_003273436.1
GL204399.1	NW_003229349.1
GL223491.1	NW_003248441.1
GL260319.1	NW_003285269.1
GL230942.1	NW_003255892.1
GL264413.1	NW_003289363.1
GL194681.1	NW_003219631.1
GL225912.1	NW_003250862.1
GL218553.1	NW_003243503.1
GL208854.1	NW_003233804.1
GL250639.1	NW_003275589.1
GL233449.1	NW_003258399.1
GL217610.1	NW_003242560.1
GL252677.1	NW_003277627.1
GL218726.1	NW_003243676.1
GL255317.1	NW_003280267.1
GL211914.1	NW_003236864.1
GL226414.1	NW_003251364.1
GL247359.1	NW_003272309.1
GL263042.1	NW_003287992.1
GL212689.1	NW_003237639.1
GL212755.1	NW_003237705.1
GL237065.1	NW_003262015.1
GL234682.1	NW_003259632.1
GL226806.1	NW_003251756.1
GL205599.1	NW_003230549.1
GL262252.1	NW_003287202.1
GL208019.1	NW_003232969.1
GL209380.1	NW_003234330.1
GL263665.1	NW_003288615.1
GL237981.1	NW_003262931.1
GL196158.1	NW_003221108.1
GL231570.1	NW_003256520.1
GL269068.1	NW_003294018.1
GL201276.1	NW_003226226.1
GL216336.1	NW_003241286.1
GL263160.1	NW_003288110.1
GL242646.1	NW_003267596.1
GL195614.1	NW_003220564.1
GL269868.1	NW_003294818.1
GL271908.1	NW_003296858.1
GL240902.1	NW_003265852.1
GL193828.1	NW_003218778.1
GL234903.1	NW_003259853.1
GL227832.1	NW_003252782.1
GL219847.1	NW_003244797.1
GL231744.1	NW_003256694.1
GL246627.1	NW_003271577.1
GL245381.1	NW_003270331.1
GL210675.1	NW_003235625.1
GL198192.1	NW_003223142.1
GL206060.1	NW_003231010.1
GL230543.1	NW_003255493.1
GL206481.1	NW_003231431.1
GL223669.1	NW_003248619.1
GL214149.1	NW_003239099.1
GL260389.1	NW_003285339.1
GL252987.1	NW_003277937.1
GL242062.1	NW_003267012.1
GL204839.1	NW_003229789.1
GL270633.1	NW_003295583.1
GL194657.1	NW_003219607.1
GL266758.1	NW_003291708.1
GL270917.1	NW_003295867.1
GL264324.1	NW_003289274.1
GL243368.1	NW_003268318.1
GL237922.1	NW_003262872.1
GL226175.1	NW_003251125.1
GL205262.1	NW_003230212.1
GL228358.1	NW_003253308.1
GL246432.1	NW_003271382.1
GL219831.1	NW_003244781.1
GL236559.1	NW_003261509.1
GL229767.1	NW_003254717.1
GL217440.1	NW_003242390.1
GL271145.1	NW_003296095.1
GL226870.1	NW_003251820.1
GL216705.1	NW_003241655.1
GL244639.1	NW_003269589.1
GL273019.1	NW_003297969.1
GL255794.1	NW_003280744.1
GL254378.1	NW_003279328.1
GL268008.1	NW_003292958.1
GL234362.1	NW_003259312.1
GL244941.1	NW_003269891.1
GL270847.1	NW_003295797.1
GL197707.1	NW_003222657.1
GL222598.1	NW_003247548.1
GL237804.1	NW_003262754.1
GL270212.1	NW_003295162.1
GL247426.1	NW_003272376.1
GL265553.1	NW_003290503.1
GL238890.1	NW_003263840.1
GL244760.1	NW_003269710.1
GL224248.1	NW_003249198.1
GL238576.1	NW_003263526.1
GL198242.1	NW_003223192.1
GL239812.1	NW_003264762.1
GL216748.1	NW_003241698.1
GL192738.1	NW_003217688.1
GL246337.1	NW_003271287.1
GL252293.1	NW_003277243.1
GL204211.1	NW_003229161.1
GL255460.1	NW_003280410.1
GL239308.1	NW_003264258.1
GL226944.1	NW_003251894.1
GL263662.1	NW_003288612.1
GL234877.1	NW_003259827.1
GL193039.1	NW_003217989.1
GL228552.1	NW_003253502.1
GL194680.1	NW_003219630.1
GL266026.1	NW_003290976.1
GL241638.1	NW_003266588.1
GL226937.1	NW_003251887.1
GL229930.1	NW_003254880.1
GL254131.1	NW_003279081.1
GL224816.1	NW_003249766.1
GL247048.1	NW_003271998.1
GL205841.1	NW_003230791.1
GL268424.1	NW_003293374.1
GL193448.1	NW_003218398.1
GL246065.1	NW_003271015.1
GL216150.1	NW_003241100.1
GL215310.1	NW_003240260.1
GL254700.1	NW_003279650.1
GL205659.1	NW_003230609.1
GL228638.1	NW_003253588.1
GL200207.1	NW_003225157.1
GL216486.1	NW_003241436.1
GL204946.1	NW_003229896.1
GL229216.1	NW_003254166.1
GL252229.1	NW_003277179.1
GL242007.1	NW_003266957.1
GL250951.1	NW_003275901.1
GL215331.1	NW_003240281.1
GL217523.1	NW_003242473.1
GL252679.1	NW_003277629.1
GL240593.1	NW_003265543.1
GL196153.1	NW_003221103.1
GL267853.1	NW_003292803.1
GL255340.1	NW_003280290.1
GL231145.1	NW_003256095.1
GL239057.1	NW_003264007.1
GL208991.1	NW_003233941.1
GL199400.1	NW_003224350.1
GL216741.1	NW_003241691.1
GL224307.1	NW_003249257.1
GL230516.1	NW_003255466.1
GL193796.1	NW_003218746.1
GL212931.1	NW_003237881.1
GL192594.1	NW_003217544.1
GL235927.1	NW_003260877.1
GL221101.1	NW_003246051.1
GL230448.1	NW_003255398.1
GL221219.1	NW_003246169.1
GL245306.1	NW_003270256.1
GL201380.1	NW_003226330.1
GL216366.1	NW_003241316.1
GL263979.1	NW_003288929.1
GL213453.1	NW_003238403.1
GL232409.1	NW_003257359.1
GL224245.1	NW_003249195.1
GL254400.1	NW_003279350.1
GL269417.1	NW_003294367.1
GL261075.1	NW_003286025.1
GL241251.1	NW_003266201.1
GL200053.1	NW_003225003.1
GL203395.1	NW_003228345.1
GL246857.1	NW_003271807.1
GL264092.1	NW_003289042.1
GL235865.1	NW_003260815.1
GL233631.1	NW_003258581.1
GL232626.1	NW_003257576.1
GL214951.1	NW_003239901.1
GL273173.1	NW_003298123.1
GL247628.1	NW_003272578.1
GL220787.1	NW_003245737.1
GL219488.1	NW_003244438.1
GL245927.1	NW_003270877.1
GL197444.1	NW_003222394.1
GL255468.1	NW_003280418.1
GL226177.1	NW_003251127.1
GL195997.1	NW_003220947.1
GL196620.1	NW_003221570.1
GL193908.1	NW_003218858.1
GL216284.1	NW_003241234.1
GL246644.1	NW_003271594.1
GL226024.1	NW_003250974.1
GL227645.1	NW_003252595.1
GL272775.1	NW_003297725.1
GL215998.1	NW_003240948.1
GL267291.1	NW_003292241.1
GL266203.1	NW_003291153.1
GL209157.1	NW_003234107.1
GL246220.1	NW_003271170.1
GL203839.1	NW_003228789.1
GL231498.1	NW_003256448.1
GL231456.1	NW_003256406.1
GL198349.1	NW_003223299.1
GL252411.1	NW_003277361.1
GL240219.1	NW_003265169.1
GL235151.1	NW_003260101.1
GL219789.1	NW_003244739.1
GL219879.1	NW_003244829.1
GL204395.1	NW_003229345.1
GL251352.1	NW_003276302.1
GL212637.1	NW_003237587.1
GL219409.1	NW_003244359.1
GL243984.1	NW_003268934.1
GL230326.1	NW_003255276.1
GL208417.1	NW_003233367.1
GL202655.1	NW_003227605.1
GL226586.1	NW_003251536.1
GL227795.1	NW_003252745.1
GL231166.1	NW_003256116.1
GL227081.1	NW_003252031.1
GL259999.1	NW_003284949.1
GL255400.1	NW_003280350.1
GL209621.1	NW_003234571.1
GL195370.1	NW_003220320.1
GL225263.1	NW_003250213.1
GL257090.1	NW_003282040.1
GL232064.1	NW_003257014.1
GL219090.1	NW_003244040.1
GL214956.1	NW_003239906.1
GL198397.1	NW_003223347.1
GL207825.1	NW_003232775.1
GL225073.1	NW_003250023.1
GL195100.1	NW_003220050.1
GL200559.1	NW_003225509.1
GL236966.1	NW_003261916.1
GL223250.1	NW_003248200.1
GL206904.1	NW_003231854.1
GL209592.1	NW_003234542.1
GL271958.1	NW_003296908.1
GL273255.1	NW_003298205.1
GL202679.1	NW_003227629.1
GL197903.1	NW_003222853.1
GL195630.1	NW_003220580.1
GL254064.1	NW_003279014.1
GL253130.1	NW_003278080.1
GL192532.1	NW_003217482.1
GL222076.1	NW_003247026.1
GL200563.1	NW_003225513.1
GL195759.1	NW_003220709.1
GL202852.1	NW_003227802.1
GL254618.1	NW_003279568.1
GL258826.1	NW_003283776.1
GL227784.1	NW_003252734.1
GL261078.1	NW_003286028.1
GL271462.1	NW_003296412.1
GL229389.1	NW_003254339.1
GL237818.1	NW_003262768.1
GL230967.1	NW_003255917.1
GL219658.1	NW_003244608.1
GL199809.1	NW_003224759.1
GL242841.1	NW_003267791.1
GL233041.1	NW_003257991.1
GL237501.1	NW_003262451.1
GL238479.1	NW_003263429.1
GL243402.1	NW_003268352.1
GL263733.1	NW_003288683.1
GL220165.1	NW_003245115.1
GL196829.1	NW_003221779.1
GL239958.1	NW_003264908.1
GL252763.1	NW_003277713.1
GL256004.1	NW_003280954.1
GL210480.1	NW_003235430.1
GL223465.1	NW_003248415.1
GL261079.1	NW_003286029.1
GL232534.1	NW_003257484.1
GL209317.1	NW_003234267.1
GL254564.1	NW_003279514.1
GL196413.1	NW_003221363.1
GL236477.1	NW_003261427.1
GL212522.1	NW_003237472.1
GL266926.1	NW_003291876.1
GL206138.1	NW_003231088.1
GL217423.1	NW_003242373.1
GL193125.1	NW_003218075.1
GL218057.1	NW_003243007.1
GL259142.1	NW_003284092.1
GL233788.1	NW_003258738.1
GL226134.1	NW_003251084.1
GL259820.1	NW_003284770.1
GL221261.1	NW_003246211.1
GL247774.1	NW_003272724.1
GL261764.1	NW_003286714.1
GL240512.1	NW_003265462.1
GL266314.1	NW_003291264.1
GL199674.1	NW_003224624.1
GL239275.1	NW_003264225.1
GL227023.1	NW_003251973.1
GL259174.1	NW_003284124.1
GL242172.1	NW_003267122.1
GL258768.1	NW_003283718.1
GL217181.1	NW_003242131.1
GL270241.1	NW_003295191.1
GL208631.1	NW_003233581.1
GL196001.1	NW_003220951.1
GL252692.1	NW_003277642.1
GL255276.1	NW_003280226.1
GL260459.1	NW_003285409.1
GL231872.1	NW_003256822.1
GL259685.1	NW_003284635.1
